_id,"T players","CT Players",Map,"T Steamids","CT steamids"
10-2-2021_9-11-17,0,0,jb_moti2_final,"",""
10-2-2021_9-16-17,1,0,jb_moti2_final,"STEAM_0:0:119841763",""
10-2-2021_9-21-17,0,0,jb_moti2_final,"",""
10-2-2021_9-26-17,0,0,jb_moti2_final,"",""
10-2-2021_9-36-17,1,0,jb_moti2_final,"STEAM_0:0:119841763",""
10-2-2021_9-46-17,2,0,jb_moti2_final,"STEAM_0:0:575381649 STEAM_0:0:62400328",""
10-2-2021_9-51-17,1,0,jb_moti2_final,"STEAM_0:0:575381649",""
10-2-2021_9-56-17,0,0,jb_moti2_final,"",""
10-2-2021_10-11-17,1,0,jb_moti2_final,"STEAM_0:0:71397196",""
10-2-2021_10-16-17,1,0,jb_moti2_final,"STEAM_0:0:71397196",""
10-2-2021_10-21-17,2,0,jb_moti2_final,"STEAM_0:0:29655979 STEAM_0:0:71397196",""
10-2-2021_10-26-17,2,1,jb_clouds_tango_v7d,"STEAM_0:1:447977496 STEAM_0:0:29655979 STEAM_0:0:71397196",""
10-2-2021_10-31-17,3,1,jb_clouds_tango_v7d,"STEAM_0:1:447977496 STEAM_0:0:29655979 STEAM_0:0:71397196","STEAM_0:0:65290674"
10-2-2021_10-36-17,4,1,jb_clouds_tango_v7d,"STEAM_0:1:447977496 STEAM_0:0:29655979 STEAM_0:0:71397196 STEAM_0:1:524569610","STEAM_0:0:65290674"
10-2-2021_10-41-17,5,1,jb_clouds_tango_v7d,"STEAM_0:1:447977496 STEAM_0:0:29655979 STEAM_0:1:556035695 STEAM_0:0:71397196 STEAM_0:1:524569610","STEAM_0:0:65290674"
10-2-2021_10-46-17,4,2,jb_clouds_tango_v7d,"STEAM_0:0:29655979 STEAM_0:1:447977496 STEAM_0:1:556035695 STEAM_0:1:524569610","STEAM_0:0:65290674 STEAM_0:0:464121809"
10-2-2021_10-51-17,6,2,jb_clouds_tango_v7d,"STEAM_0:0:29655979 STEAM_0:1:117564385 STEAM_0:1:556035695 STEAM_0:0:119841763 STEAM_0:1:524569610 STEAM_0:0:464121809","STEAM_0:0:65290674 STEAM_0:0:146432759"
10-2-2021_10-56-17,4,2,jb_clouds_tango_v7d,"STEAM_0:0:29655979 STEAM_0:1:117564385 STEAM_0:0:119841763 STEAM_0:0:464121809","STEAM_0:0:65290674 STEAM_0:0:146432759"
10-2-2021_11-1-17,5,2,jb_clouds_tango_v7d,"STEAM_0:0:29655979 STEAM_0:1:117564385 STEAM_0:0:119841763 STEAM_0:1:447977496 STEAM_0:0:464121809","STEAM_0:0:65290674 STEAM_0:0:146432759"
10-2-2021_11-6-17,6,2,jb_clouds_tango_v7d,"STEAM_0:0:29655979 STEAM_0:1:117564385 STEAM_0:1:585916437 STEAM_0:1:524569610 STEAM_0:1:447977496 STEAM_0:0:464121809","STEAM_0:0:65290674 STEAM_0:0:146432759"
10-2-2021_11-11-17,5,2,jb_clouds_tango_v7d,"STEAM_0:1:117564385 STEAM_0:1:585916437 STEAM_0:1:524569610 STEAM_0:1:447977496 STEAM_0:0:464121809","STEAM_0:0:65290674 STEAM_0:0:146432759"
10-2-2021_11-16-17,0,0,jb_arcade_b5,"",""
10-2-2021_11-21-17,7,1,jb_arcade_b5,"STEAM_0:1:585916437 STEAM_0:0:182907455 STEAM_0:1:152896539 STEAM_0:0:205869834 STEAM_0:1:504209589 STEAM_0:1:120988046 STEAM_0:1:447977496","STEAM_0:0:464121809"
10-2-2021_11-26-17,9,1,jb_arcade_b5,"STEAM_0:1:585916437 STEAM_0:0:182907455 STEAM_0:1:152896539 STEAM_0:0:425899738 STEAM_0:0:205869834 STEAM_0:1:504209589 STEAM_0:1:120988046 STEAM_0:1:447977496 STEAM_0:1:427402928","STEAM_0:0:464121809"
10-2-2021_11-31-17,10,3,jb_arcade_b5,"STEAM_0:0:464121809 STEAM_0:1:585916437 STEAM_0:1:152896539 STEAM_0:1:120988046 STEAM_0:1:447977496 STEAM_0:1:66239712 STEAM_0:0:182907455 STEAM_0:0:425899738 STEAM_0:0:205869834 STEAM_0:1:427402928","STEAM_0:1:519641530 STEAM_0:1:490565591 STEAM_0:1:504209589"
10-2-2021_11-36-17,9,4,jb_arcade_b5,"STEAM_0:0:464121809 STEAM_0:1:66239712 STEAM_0:1:585916437 STEAM_0:1:152896539 STEAM_0:1:120988046 STEAM_0:1:447977496 STEAM_0:0:182907455 STEAM_0:0:425899738 STEAM_0:0:205869834","STEAM_0:1:519641530 STEAM_0:1:504209589 STEAM_0:1:490565591 STEAM_0:1:427402928"
10-2-2021_11-41-17,9,3,jb_arcade_b5,"STEAM_0:0:464121809 STEAM_0:1:66239712 STEAM_0:1:447977496 STEAM_0:1:486662451 STEAM_0:0:182907455 STEAM_0:0:205869834 STEAM_0:1:120988046 STEAM_0:1:427402928 STEAM_0:1:96853110","STEAM_0:1:519641530 STEAM_0:1:490565591 STEAM_0:1:504209589"
10-2-2021_11-46-17,7,3,jb_arcade_b5,"STEAM_0:1:519641530 STEAM_0:1:66239712 STEAM_0:1:447977496 STEAM_0:1:427402928 STEAM_0:1:486662451 STEAM_0:0:182907455 STEAM_0:0:146432759","STEAM_0:1:504209589 STEAM_0:0:464121809 STEAM_0:1:96853110"
10-2-2021_11-51-17,10,3,jb_arcade_b5,"STEAM_0:1:519641530 STEAM_0:1:447977496 STEAM_0:1:66239712 STEAM_0:0:146432759 STEAM_0:1:427402928 STEAM_0:1:486662451 STEAM_0:0:65290674 STEAM_0:0:182907455 STEAM_0:0:180231922 STEAM_0:0:205869834","STEAM_0:1:504209589 STEAM_0:0:464121809 STEAM_0:1:96853110"
10-2-2021_11-56-17,9,4,jb_undertale_v1d,"STEAM_0:1:66239712 STEAM_0:0:182907455 STEAM_0:0:464121809 STEAM_0:0:146432759 STEAM_0:0:180231922 STEAM_0:0:205869834 STEAM_0:1:447977496 STEAM_0:1:427402928 STEAM_0:1:519641530","STEAM_0:0:65290674 STEAM_0:1:504209589 STEAM_0:1:117564385 STEAM_0:1:96853110"
10-2-2021_12-1-17,12,6,jb_undertale_v1d,"STEAM_0:0:180231922 STEAM_0:1:66239712 STEAM_0:0:182907455 STEAM_0:1:447977496 STEAM_0:1:427402928 STEAM_0:0:464121809 STEAM_0:0:146432759 STEAM_0:1:124882951 STEAM_0:0:205869834 STEAM_0:0:151280676 STEAM_0:1:519641530 STEAM_0:0:91637153","STEAM_0:0:65290674 STEAM_0:1:96853110 STEAM_0:1:504209589 STEAM_0:1:117564385 STEAM_0:0:175479973 STEAM_0:0:504657047"
10-2-2021_12-6-17,16,6,jb_undertale_v1d,"STEAM_0:0:180231922 STEAM_0:1:519641530 STEAM_0:1:66239712 STEAM_0:0:182907455 STEAM_0:1:447977496 STEAM_0:1:427402928 STEAM_0:1:501036899 STEAM_0:0:525411123 STEAM_0:0:464121809 STEAM_0:1:124882951 STEAM_0:1:97231631 STEAM_0:0:209709108 STEAM_0:0:205869834 STEAM_0:0:151280676 STEAM_0:0:91637153 STEAM_0:1:125418922","STEAM_0:0:65290674 STEAM_0:0:175479973 STEAM_0:1:504209589 STEAM_0:0:504657047 STEAM_0:1:99606027 STEAM_0:1:117564385"
10-2-2021_12-11-17,16,7,jb_undertale_v1d,"STEAM_0:0:180231922 STEAM_0:1:447977496 STEAM_0:1:66239712 STEAM_0:0:182907455 STEAM_0:1:427402928 STEAM_0:1:501036899 STEAM_0:0:525411123 STEAM_0:0:464121809 STEAM_0:0:122395788 STEAM_0:1:124882951 STEAM_0:1:97231631 STEAM_0:0:209709108 STEAM_0:0:205869834 STEAM_0:0:151280676 STEAM_0:0:91637153 STEAM_0:1:125418922","STEAM_0:0:175479973 STEAM_0:0:504657047 STEAM_0:1:99606027 STEAM_0:1:504209589 STEAM_0:1:117564385 STEAM_0:0:146432759 STEAM_0:0:65290674"
10-2-2021_12-16-17,14,6,jb_undertale_v1d,"STEAM_0:1:124882951 STEAM_0:0:151280676 STEAM_0:1:447977496 STEAM_0:1:66239712 STEAM_0:1:501036899 STEAM_0:0:29976950 STEAM_0:0:464121809 STEAM_0:0:122395788 STEAM_0:1:45013749 STEAM_0:0:209709108 STEAM_0:0:205869834 STEAM_0:0:513935131 STEAM_0:0:91637153","STEAM_0:1:99606027 STEAM_0:0:146432759 STEAM_0:0:504657047 STEAM_0:1:504209589 STEAM_0:1:117564385 STEAM_0:0:29655979 STEAM_0:0:65290674"
10-2-2021_12-21-17,14,5,jb_undertale_v1d,"STEAM_0:0:146432759 STEAM_0:1:447977496 STEAM_0:1:504209589 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:1:45013749 STEAM_0:0:29976950 STEAM_0:0:483395202 STEAM_0:0:464121809 STEAM_0:0:122395788 STEAM_0:0:209709108 STEAM_0:0:205869834 STEAM_0:0:513935131 STEAM_0:0:91637153","STEAM_0:1:99606027 STEAM_0:0:504657047 STEAM_0:1:117564385 STEAM_0:0:29655979 STEAM_0:0:88404445"
10-2-2021_12-26-17,14,6,jb_undertale_v1d,"STEAM_0:0:146432759 STEAM_0:1:447977496 STEAM_0:1:504209589 STEAM_0:0:122395788 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:1:45013749 STEAM_0:0:209709108 STEAM_0:0:29976950 STEAM_0:1:502089637 STEAM_0:0:205869834 STEAM_0:0:426474565","STEAM_0:1:99606027 STEAM_0:0:504657047 STEAM_0:1:117564385 STEAM_0:0:88404445 STEAM_0:0:29655979 STEAM_0:0:464121809"
10-2-2021_12-31-17,14,5,jb_undertale_v1d,"STEAM_0:1:447977496 STEAM_0:1:504209589 STEAM_0:0:122395788 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:0:434691432 STEAM_0:1:502089637 STEAM_0:1:587285388 STEAM_0:0:175479973 STEAM_0:0:573307074 STEAM_0:0:205869834 STEAM_0:0:426474565","STEAM_0:1:99606027 STEAM_0:0:504657047 STEAM_0:1:117564385 STEAM_0:0:88404445 STEAM_0:0:29655979 STEAM_0:0:464121809"
10-2-2021_12-36-17,15,7,jb_undertale_v1d,"STEAM_0:1:447977496 STEAM_0:1:504209589 STEAM_0:0:122395788 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:151280676 STEAM_0:0:434691432 STEAM_0:0:182907455 STEAM_0:1:502089637 STEAM_0:1:587285388 STEAM_0:0:175479973 STEAM_0:1:457551723 STEAM_0:0:573307074 STEAM_0:0:8540768 STEAM_0:0:426474565","STEAM_0:1:99606027 STEAM_0:1:117564385 STEAM_0:0:504657047 STEAM_0:0:88404445 STEAM_0:1:501036899 STEAM_0:0:29655979 STEAM_0:0:464121809"
10-2-2021_12-41-17,15,6,jb_undertale_v1d,"STEAM_0:1:447977496 STEAM_0:1:504209589 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:122395788 STEAM_0:0:151280676 STEAM_0:0:434691432 STEAM_0:0:464121809 STEAM_0:0:182907455 STEAM_0:1:502089637 STEAM_0:1:587285388 STEAM_0:0:175479973 STEAM_0:1:457551723 STEAM_0:0:573307074 STEAM_0:0:8540768","STEAM_0:1:99606027 STEAM_0:1:117564385 STEAM_0:0:504657047 STEAM_0:0:88404445 STEAM_0:1:501036899 STEAM_0:0:426474565"
10-2-2021_12-46-17,13,6,jb_avalanche_csgo_b8c,"STEAM_0:0:513935131 STEAM_0:0:573307074 STEAM_0:1:447977496 STEAM_0:0:122395788 STEAM_0:1:100077925 STEAM_0:1:504209589 STEAM_0:0:434691432 STEAM_0:0:182907455 STEAM_0:0:8540768 STEAM_0:0:464121809 STEAM_0:0:504657047 STEAM_0:1:117564385 STEAM_0:1:457551723","STEAM_0:1:99606027 STEAM_0:1:501036899 STEAM_0:0:151280676 STEAM_0:0:426474565 STEAM_0:0:175479973 STEAM_0:0:483395202"
10-2-2021_12-51-17,12,5,jb_avalanche_csgo_b8c,"STEAM_0:0:513935131 STEAM_0:1:447977496 STEAM_0:1:117564385 STEAM_0:0:122395788 STEAM_0:1:100077925 STEAM_0:1:504209589 STEAM_0:0:434691432 STEAM_0:0:182907455 STEAM_0:0:593142492 STEAM_0:0:464121809 STEAM_0:0:504657047 STEAM_0:1:457551723","STEAM_0:1:99606027 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:0:175479973 STEAM_0:0:483395202"
10-2-2021_12-56-17,13,5,jb_avalanche_csgo_b8c,"STEAM_0:1:100077925 STEAM_0:0:513935131 STEAM_0:1:447977496 STEAM_0:1:117564385 STEAM_0:0:122395788 STEAM_0:1:504209589 STEAM_0:1:562826623 STEAM_0:0:434691432 STEAM_0:0:182907455 STEAM_0:0:593142492 STEAM_0:0:241649589 STEAM_0:0:464121809 STEAM_0:0:504657047","STEAM_0:1:99606027 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:0:175479973 STEAM_0:0:483395202"
10-2-2021_13-1-17,13,5,jb_avalanche_csgo_b8c,"STEAM_0:0:513935131 STEAM_0:1:100077925 STEAM_0:1:447977496 STEAM_0:1:117564385 STEAM_0:0:122395788 STEAM_0:1:504209589 STEAM_0:1:562826623 STEAM_0:0:434691432 STEAM_0:0:182907455 STEAM_0:0:593142492 STEAM_0:0:464121809 STEAM_0:0:504657047 STEAM_0:0:593477027","STEAM_0:1:99606027 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:0:483395202"
10-2-2021_13-6-17,10,5,jb_avalanche_csgo_b8c,"STEAM_0:1:447977496 STEAM_0:0:513935131 STEAM_0:0:434691432 STEAM_0:0:593142492 STEAM_0:0:122395788 STEAM_0:1:504209589 STEAM_0:1:562826623 STEAM_0:0:464121809 STEAM_0:1:117564385 STEAM_0:0:593477027","STEAM_0:1:99606027 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:0:483395202"
10-2-2021_13-11-17,11,5,jb_avalanche_csgo_b8c,"STEAM_0:1:447977496 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:434691432 STEAM_0:0:593142492 STEAM_0:0:122395788 STEAM_0:1:504209589 STEAM_0:1:562826623 STEAM_0:1:5842564 STEAM_0:0:464121809 STEAM_0:0:593477027","STEAM_0:1:99606027 STEAM_0:0:175479973 STEAM_0:0:151280676 STEAM_0:1:501036899 STEAM_0:1:126567448"
10-2-2021_13-16-17,10,4,jb_avalanche_csgo_b8c,"STEAM_0:1:447977496 STEAM_0:0:513935131 STEAM_0:0:483395202 STEAM_0:0:122395788 STEAM_0:0:434691432 STEAM_0:0:593142492 STEAM_0:1:504209589 STEAM_0:1:5842564 STEAM_0:1:421897392 STEAM_0:0:593477027","STEAM_0:0:175479973 STEAM_0:1:501036899 STEAM_0:0:464121809 STEAM_0:1:126567448"
10-2-2021_13-21-17,11,4,jb_avalanche_csgo_b8c,"STEAM_0:1:447977496 STEAM_0:0:483395202 STEAM_0:1:504209589 STEAM_0:1:421897392 STEAM_0:0:434691432 STEAM_0:1:5842564 STEAM_0:0:593142492 STEAM_0:1:502089637 STEAM_0:0:464121809 STEAM_0:1:99373465 STEAM_0:0:593477027","STEAM_0:1:501036899 STEAM_0:1:99606027 STEAM_0:0:175479973 STEAM_0:1:126567448"
10-2-2021_13-26-17,8,4,jb_avalanche_csgo_b8c,"STEAM_0:1:447977496 STEAM_0:0:483395202 STEAM_0:1:504209589 STEAM_0:0:434691432 STEAM_0:1:5842564 STEAM_0:1:502089637 STEAM_0:1:99373465 STEAM_0:0:593477027","STEAM_0:1:501036899 STEAM_0:1:99606027 STEAM_0:0:175479973 STEAM_0:1:126567448"
10-2-2021_13-31-17,8,4,jb_sg_dojo_v5-6,"STEAM_0:1:502089637 STEAM_0:1:99373465 STEAM_0:1:120988046 STEAM_0:1:5842564 STEAM_0:1:447977496 STEAM_0:0:434691432 STEAM_0:0:175479973 STEAM_0:0:71397196","STEAM_0:1:501036899 STEAM_0:1:99606027 STEAM_0:0:593477027 STEAM_0:0:483395202"
10-2-2021_13-36-17,8,2,jb_sg_dojo_v5-6,"STEAM_0:0:593142492 STEAM_0:1:502089637 STEAM_0:1:99373465 STEAM_0:1:120988046 STEAM_0:1:447977496 STEAM_0:1:562607653 STEAM_0:0:175479973 STEAM_0:0:71397196","STEAM_0:1:501036899 STEAM_0:0:483395202"
10-2-2021_13-41-17,5,3,jb_sg_dojo_v5-6,"STEAM_0:0:593142492 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:1:120988046 STEAM_0:1:99373465","STEAM_0:1:501036899 STEAM_0:0:175479973 STEAM_0:0:483395202"
10-2-2021_13-46-17,7,2,jb_sg_dojo_v5-6,"STEAM_0:0:593142492 STEAM_0:1:99373465 STEAM_0:1:447977496 STEAM_0:1:502089637 STEAM_0:1:120988046 STEAM_0:0:36132841 STEAM_0:0:102703913","STEAM_0:0:175479973 STEAM_0:1:501036899"
10-2-2021_13-51-17,7,3,jb_sg_dojo_v5-6,"STEAM_0:1:447977496 STEAM_0:0:593142492 STEAM_0:1:120988046 STEAM_0:1:67984675 STEAM_0:0:483395202 STEAM_0:0:36132841 STEAM_0:0:102703913","STEAM_0:1:501036899 STEAM_0:1:99373465 STEAM_0:0:175479973"
10-2-2021_13-56-17,8,2,jb_sg_dojo_v5-6,"STEAM_0:1:99373465 STEAM_0:1:120988046 STEAM_0:1:67984675 STEAM_0:1:562607653 STEAM_0:1:427402928 STEAM_0:0:483395202 STEAM_0:1:562826623 STEAM_0:0:102703913","STEAM_0:1:501036899 STEAM_0:0:36132841"
10-2-2021_14-1-17,6,2,jb_sg_dojo_v5-6,"STEAM_0:1:99373465 STEAM_0:1:120988046 STEAM_0:1:67984675 STEAM_0:1:427402928 STEAM_0:0:567706420 STEAM_0:0:102703913","STEAM_0:1:501036899 STEAM_0:1:562607653"
10-2-2021_14-6-17,9,3,jb_sg_dojo_v5-6,"STEAM_0:1:99373465 STEAM_0:1:67984675 STEAM_0:1:427402928 STEAM_0:0:119841763 STEAM_0:1:447977496 STEAM_0:1:562607653 STEAM_0:0:567706420 STEAM_0:1:177789809 STEAM_0:1:594433987","STEAM_0:0:226036133 STEAM_0:0:36132841 STEAM_0:1:113270576"
10-2-2021_14-11-17,12,4,jb_sg_dojo_v5-6,"STEAM_0:1:99373465 STEAM_0:1:120988046 STEAM_0:1:67984675 STEAM_0:1:427402928 STEAM_0:1:177789809 STEAM_0:0:119841763 STEAM_0:1:447977496 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:0:567706420 STEAM_0:1:502089637 STEAM_0:1:594433987","STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:175479973 STEAM_0:0:36132841"
10-2-2021_14-16-17,11,4,jb_sg_dojo_v5-6,"STEAM_0:1:427402928 STEAM_0:1:502089637 STEAM_0:1:120988046 STEAM_0:1:67984675 STEAM_0:0:122395788 STEAM_0:1:218269182 STEAM_0:0:119841763 STEAM_0:1:447977496 STEAM_0:1:97231631 STEAM_0:0:567706420 STEAM_0:1:594433987","STEAM_0:1:99373465 STEAM_0:0:36132841 STEAM_0:1:113270576 STEAM_0:0:226036133"
10-2-2021_14-21-17,9,2,jb_kwejsi_v5_fix,"STEAM_0:0:119841763 STEAM_0:1:64452387 STEAM_0:0:36132841 STEAM_0:1:594433987 STEAM_0:1:502089637 STEAM_0:1:99373465 STEAM_0:1:97231631 STEAM_0:1:67984675 STEAM_0:1:218269182","STEAM_0:0:226036133 STEAM_0:1:113270576"
10-2-2021_14-26-17,10,3,jb_kwejsi_v5_fix,"STEAM_0:1:67984675 STEAM_0:1:218269182 STEAM_0:1:97231631 STEAM_0:0:567706420 STEAM_0:0:119841763 STEAM_0:1:64452387 STEAM_0:0:36132841 STEAM_0:1:594433987 STEAM_0:1:502089637 STEAM_0:1:99373465","STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:226036133"
10-2-2021_14-31-17,11,4,jb_kwejsi_v5_fix,"STEAM_0:1:67984675 STEAM_0:1:594433987 STEAM_0:1:218269182 STEAM_0:1:502089637 STEAM_0:1:97231631 STEAM_0:0:567706420 STEAM_0:0:119841763 STEAM_0:1:64452387 STEAM_0:0:36132841 STEAM_0:1:99373465 STEAM_0:1:211918257","STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:226036133 STEAM_0:0:575381649"
10-2-2021_14-36-17,10,4,jb_kwejsi_v5_fix,"STEAM_0:1:67984675 STEAM_0:1:594433987 STEAM_0:1:99373465 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:1:211918257 STEAM_0:0:567706420 STEAM_0:0:83882411 STEAM_0:1:64452387 STEAM_0:0:36132841","STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:575381649 STEAM_0:0:226036133"
10-2-2021_14-41-17,8,4,jb_kwejsi_v5_fix,"STEAM_0:1:594433987 STEAM_0:1:99373465 STEAM_0:1:67984675 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:0:83882411 STEAM_0:0:36132841","STEAM_0:0:575381649 STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:226036133"
10-2-2021_14-46-17,8,5,jb_kwejsi_v5_fix,"STEAM_0:1:594433987 STEAM_0:1:99373465 STEAM_0:1:67984675 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:0:83882411 STEAM_0:1:562826623","STEAM_0:0:575381649 STEAM_0:0:175479973 STEAM_0:1:113270576 STEAM_0:0:151280676 STEAM_0:0:226036133"
10-2-2021_14-51-17,11,4,jb_kwejsi_v5_fix,"STEAM_0:1:594433987 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:67984675 STEAM_0:0:83882411 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:1:519288781 STEAM_0:0:583469015 STEAM_0:0:241649589 STEAM_0:1:191714618","STEAM_0:0:575381649 STEAM_0:1:113270576 STEAM_0:0:151280676 STEAM_0:0:226036133"
10-2-2021_14-56-17,11,3,jb_kwejsi_v5_fix,"STEAM_0:0:575381649 STEAM_0:1:594433987 STEAM_0:0:83882411 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:1:218269182 STEAM_0:0:583469015 STEAM_0:0:241649589 STEAM_0:1:519288781 STEAM_0:1:191714618","STEAM_0:1:113270576 STEAM_0:1:67984675 STEAM_0:0:151280676"
10-2-2021_15-1-17,13,4,jb_peanut_tango_v3,"STEAM_0:0:575381649 STEAM_0:1:594433987 STEAM_0:1:218269182 STEAM_0:1:99373465 STEAM_0:0:241649589 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:0:583469015 STEAM_0:1:124882951 STEAM_0:1:584451382 STEAM_0:1:519288781 STEAM_0:1:490565591 STEAM_0:0:513935131","STEAM_0:0:151280676 STEAM_0:1:113270576 STEAM_0:0:83882411 STEAM_0:1:67984675"
10-2-2021_15-6-17,11,5,jb_peanut_tango_v3,"STEAM_0:1:594433987 STEAM_0:1:100077925 STEAM_0:1:490565591 STEAM_0:0:241649589 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:1:218269182","STEAM_0:0:151280676 STEAM_0:1:113270576 STEAM_0:1:584451382 STEAM_0:1:150747227 STEAM_0:0:175479973"
10-2-2021_15-11-17,13,4,jb_peanut_tango_v3,"STEAM_0:1:490565591 STEAM_0:1:594433987 STEAM_0:1:100077925 STEAM_0:0:573307074 STEAM_0:0:583469015 STEAM_0:0:241649589 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:97231631 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:1:218269182","STEAM_0:0:151280676 STEAM_0:1:150747227 STEAM_0:1:584451382 STEAM_0:0:175479973"
10-2-2021_15-16-17,10,5,jb_peanut_tango_v3,"STEAM_0:1:594433987 STEAM_0:1:100077925 STEAM_0:0:573307074 STEAM_0:0:583469015 STEAM_0:0:241649589 STEAM_0:1:99373465 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:1:113431388","STEAM_0:0:151280676 STEAM_0:1:150747227 STEAM_0:0:175479973 STEAM_0:1:584451382 STEAM_0:0:95332133"
10-2-2021_15-21-17,12,4,jb_peanut_tango_v3,"STEAM_0:1:100077925 STEAM_0:0:573307074 STEAM_0:0:240601527 STEAM_0:0:483395202 STEAM_0:0:241649589 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:0:95332133 STEAM_0:1:113431388","STEAM_0:0:151280676 STEAM_0:1:150747227 STEAM_0:0:175479973 STEAM_0:1:584451382"
10-2-2021_15-26-17,13,3,jb_peanut_tango_v3,"STEAM_0:0:241649589 STEAM_0:0:513935131 STEAM_0:1:100077925 STEAM_0:1:588433214 STEAM_0:0:240601527 STEAM_0:0:483395202 STEAM_0:1:99373465 STEAM_0:1:211918257 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:1:120988046 STEAM_0:0:95332133 STEAM_0:1:113431388","STEAM_0:0:151280676 STEAM_0:1:150747227 STEAM_0:1:584451382"
10-2-2021_15-31-17,8,4,jb_peanut_tango_v3,"STEAM_0:0:513935131 STEAM_0:1:588433214 STEAM_0:0:483395202 STEAM_0:1:447977496 STEAM_0:1:490565591 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:95332133","STEAM_0:0:151280676 STEAM_0:1:150747227 STEAM_0:1:120988046 STEAM_0:0:88404445"
10-2-2021_15-36-18,9,11,jb_mountaincraft_tww,"STEAM_0:1:427402928 STEAM_0:1:588433214 STEAM_0:1:447977496 STEAM_0:1:211918257 STEAM_0:1:490565591 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:0:95332133 STEAM_0:1:115672562","STEAM_0:0:151280676 STEAM_0:0:83882411 STEAM_0:1:150747227 STEAM_0:1:64452387 STEAM_0:1:502089637 STEAM_0:0:483395202 STEAM_0:1:99373465 STEAM_0:0:175479973 STEAM_0:1:120988046 STEAM_0:0:88404445"
10-2-2021_15-41-18,13,4,jb_mountaincraft_tww,"STEAM_0:1:211918257 STEAM_0:1:120988046 STEAM_0:1:427402928 STEAM_0:1:588433214 STEAM_0:1:502089637 STEAM_0:0:483395202 STEAM_0:1:447977496 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:1:188760134 STEAM_0:1:115672562 STEAM_0:0:209709108","STEAM_0:0:151280676 STEAM_0:0:95332133 STEAM_0:1:150747227 STEAM_0:1:490565591"
10-2-2021_15-46-18,13,4,jb_mountaincraft_tww,"STEAM_0:1:211918257 STEAM_0:1:120988046 STEAM_0:0:209709108 STEAM_0:1:427402928 STEAM_0:1:588433214 STEAM_0:1:502089637 STEAM_0:1:447977496 STEAM_0:0:175479973 STEAM_0:1:117564385 STEAM_0:1:124882951 STEAM_0:0:513935131 STEAM_0:1:188760134 STEAM_0:1:115672562","STEAM_0:1:150747227 STEAM_0:1:490565591 STEAM_0:0:151280676 STEAM_0:0:95332133"
